title,company,location,description,data_science_job
Technical Product Owner (m/w/d),Axel Springer,Hamburg,"Die immowelt Hamburg GmbH ist Teil der immowelt Group, einer Tochter der Axel Springer SE.Zu dieser gehören auch die immowelt AG mit ihren Portalen immowelt.de…",0.0
Technical Product Owner – Platform Services (m/f/d),heycar,Berlin,Coordinate strategic and tactical tasks with Product Managers from country specific teams and other technology teams as infrastructure and data warehouse.,0.0
Technical Sales Manager - EU,SafeRide,Bochum,"The ideal candidate has a healthy blend of technical and business acumen, critical thinking and tactical execution and can collaborate and drive data science &…",0.0
Technical Service Specialist,Bio-techne,Wiesbaden,Liaise with other corporate sites for support or quality control data.By joining the Bio-Techne team you will have an impact on future cutting-edge research.,0.0
Technical Staff Engineer SW development,Microchip Technology,Karlsruhe,"Bachelors / Masters in Electrical / Electronics/ Computer science Engineering.Skills in programming in C, X86 assembly, C data structures.",0.0
Technical Support Engineer,Trimble,Raunheim,"Provide advanced technical sales assistance and technical support on problems of diverse scope, where analysis of data requires evaluation of identifiable…",0.0
Technical Support Specialist,mediaire GmbH,Berlin-Kreuzberg,Experience in collaborating with engineering or data science teams.You will join a interdisciplinary team of motivated and highly collaborative data scientists…,1.0
Technical Training Specialist,Contentful,Berlin,"You have a bachelor's degree or equivalent experience in computer science, information technology, business information systems or a related field.",0.0
Technical sales consultant / Solution Architect - Europe - Frankfurt (m/w),Anapaya Systems,Frankfurt am Main,Our customers are large multi-nationals and organizations handling critical and sensitive data such as financial institutions or health-care.,0.0
Technologies for Navigation Systems for Space Applications,DLR - Deutsches Zentrum für Luft- und Raumfahrt,Bremen,Practical experience in methods of sensor data fusion and state estimation (Kalman-Filter).Successfully completed university degree on master's level or…,0.0
Technologist (m/w/d),Orbit Ventures,Hamburg,Bei ORBIT entwickeln wir digitale Geschäftsmodelle und nachhaltige Lösungen mit messbarem Impact.Wir verbinden Welten: Bei uns treffen sich die besten und…,0.0
Technologist (m/w/d),Orbit Ventures,Hamburg,Bei ORBIT entwickeln wir digitale Geschäftsmodelle und nachhaltige Lösungen mit messbarem Impact.Wir verbinden Welten: Bei uns treffen sich die besten und…,0.0
"Teil-Projektleitung (m/w/d) Daten- und Dienste Plattform [Vollzeit, unbefristet]",Stadt Ulm,Ulm,Wir suchen zum nächstmöglichen Zeitpunkt.Eine Teil-Projektleitung (m/w/d) Daten- und Dienste Plattform .Im Rahmen des Förderprogramms Smart Cities made in…,1.0
"Teil-Projektleitung (m/w/d) Open Government im Projekt Ulm4CleverCity [Vollzeit, unbefristet]",Stadt Ulm,Ulm,Wir suchen zum nächstmöglichen Zeitpunkt.Eine Teil-Projektleitung (m/w/d) Open Government .Im Rahmen des Förderprogramms Smart Cities made in Germany wird im…,0.0
Tenure Track Assistant Professor in » Soil Biophysics and Environmental Systems «,Technische Universität München,München,"These guidelines and detailed information about the TUM Faculty Recruitment and Career System are available on www.tum.de/faculty-recruiting.Here, you will also…",0.0
Tenure-Track Faculty Positions (f/m/d),CISPA Helmholtz-Zentrum für Informationssicherheit,Saarbrücken,Applications are invited for tenure-track faculty positions in all areas related to trustworthy machine learning and data science.,1.0
Tester specialized on continuous testing,planblue,Bremen,"Extract, pre-process and visualize test data.Planblue is a diverse team of visionary entrepreneurs and engineers whose mission is to protect, explore and…",1.0
"This website uses cookies to improve your experience. We'll assume you're ok with this, but you can optout if you wish. Cookie settings ACCEPT",Orthofix,München,Develops and maintains updated market data.We are looking for a Junior Global PM to join our Global Marketing team for Limb reconstruction product line .,0.0
Trainee (m/w/d) Produktmanagement und Digitalisierung,Gothaer,Köln,"Gemeinsam gewinnt - in einer Kultur der Wertschätzung, Vertrauen und Transparenz.Kompetenz entscheidet - nicht die Hierarchie.Young Professionals NON-IT 2.",0.0
Trainee Applied Data Science (m/w/d),Klingel Gruppe,Pforzheim,Trainee Applied Data Science (m/w/d).Mit mehr als 2.200 Mitarbeitenden an 9 Standorten sowie 15 Marken in 12 Ländern zählt die KLiNGEL Gruppe zu den führenden…,1.0
Trainee Data Science im Transport national (m/w/d),Deutsche Post AG,Bonn,"GESUCHT IN BONN, AB 01.04.2021 UND FÜR 18 MONATE, MIT DEM ZIEL DER ÜBERNAHME NACH PROGRAMMENDE.TRAINEE OPERATIONS (M/W/D) NATIONAL MIT SCHWERPUNKT DATA SCIENCE…",1.0
Trainee Data Science im Transport national (m/w/d),Post & Paket Deutschland,Bonn,"GESUCHT IN BONN, AB 01.04.2021 UND FÜR 18 MONATE, MIT DEM ZIEL DER ÜBERNAHME NACH PROGRAMMENDE.TRAINEE OPERATIONS (M/W/D) NATIONAL MIT SCHWERPUNKT DATA SCIENCE…",1.0
Trainee Digital Analyst [m/w/d],Crossmedia,Düsseldorf,"Du hast bereits erste Erfahrung im Bereich Digital Analytics?Für Dich soll es nicht irgendwo und irgendwie weitergehen, sondern Du willst in einem Team…",1.0
"Trainee Digital Marketing (m/w/x, Vollzeit, ab sofort)",suchdialog AG,Mannheim,"Du hast ein ausgeprägtes Verständnis für Digital-Strategien und -Analysen, bringst Kreativität mit und bist ein konzeptioneller Profi?",0.0
Traineeship in the Directorate General Monetary Policy,The European Central Bank,Frankfurt am Main,"Experience with one or more of the following types of economic data: macroeconomic data, financial market data, firm-level data, accounting/supervisory bank…",0.0
Traineeships in IT Security,The European Central Bank,Frankfurt am Main,"Programming or scripting skills relevant to security engineering or data analysis;A bachelor’s degree or higher in the field of computer science, information…",0.0
Tricare Beneficiary Service Representative,Leidos,Baumholder,"Maintain electronic system/paper files and data integrity.Leidos is a Fortune 500® information technology, engineering, and science solutions and services…",0.0
Tutor Mathematics (m/f/d),XU Exponential University of Applied Sciences,Berlin,"Statistics, in particular data collection, representation, positional measures, scatter, concentration, frequency distribution, correlation and regression…",0.0
UI/UX Developer,ASAP IT Consulting Ltd,Potsdam,"\* Solid programming skills and a solid foundation in computer science with strong competencies in data structures, algorithms, databases, and software design.",0.0
UX Designer,APHERIS AI,Berlin,Solid technical understanding about a data science workflow.This allows data scientists to analyse third-party data without direct access to it.,0.0
UX Designer (m/w/d),AVANTGARDE Experts,München,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",0.0
UX Researcher (f/m/d,Delivery Hero,Berlin,"Background in Psychology, Sociology, Behavioural science or a related field.Understanding of human behaviour and translating quantitative and qualitative data…",0.0
UX Researcher - Mixed Methods (f/m/x),Ada Health GmbH,Berlin,You have a proven record conducting quantitative research and integrating them with qualitative data to enrich your research findings.,0.0
UX Researcher - Usability Engineering (f/m/x),Ada Health GmbH,Berlin,You have strong qualitative research skills and evident experience in autonomously conducting user research using different approaches and methods (e.g.…,0.0
"UX Writing Manager, English (w/m/d)",Zalando,Berlin,"We combine empathy, science, and creativity to make engaging and joyful user experiences to ultimately reimagine fashion for the good of all.",0.0
UX/UI Designer (m/f/x),Temedica GmbH,München,"At Temedica, we combine digital technologies with medical science - two areas that for us are inseparable.It means you get the opportunity to craft the future…",0.0
UX/UI Designer (m/f/x),Temedica GmbH,München,"At Temedica, we combine digital technologies with medical science - two areas that for us are inseparable.It means you get the opportunity to craft the future…",0.0
University Graduate Analytics & Reporting international (m/f/x),DHL Human Resources,Bonn,All analytics projects take a data driven approach using up-to-date statistical and machine learning methods.As one of the planet’s largest employers operating…,1.0
University Graduate Data Analytics international (m/f/x),DHL Chief Executive Officer,Bonn,"First internships with data-analytics project experience, knowledge in Python, pandas, scikit-learn or similar.Interested in this exciting opportunity?",1.0
University Graduate Innovation & Commercial Development international (m/f/x),DHL Customer Solutions & Innovation,Bonn,"First international and/or practical experiences in logistics, innovation, data or new technologies of advantage.Fluent English skills, embrace ambiguity.",0.0
User Experience Designer,FASys Industrie-EDV-Systeme GmbH,Deutschland,In particular we process candidates’ personal data to:For full details of how we process personal data please see our Privacy Policy.,0.0
User Experience Researcher,Crytek,Frankfurt am Main,"Behavioral Usability Testing (Monitored) — You are expected to have a neat knowledge on how to plan, design and execute research relating task-driven User…",0.0
User Researcher -12 months contract (m/f/d),Freeletics GmbH,München,"You will study user behaviour, support strategic initiatives, and partner with other researchers and data scientists focused on the health science aspect of the…",1.0
User Support incl. Tool Administration for Standards Management Systems (f/m/d),Bishop Aeronautical Engineers,Manching,"At least a Bachelor degree, e.g. Computer science or with an engineering or business focus.Contact for all users of the NormMaster worldwide.",0.0
"VIE DATA SCIENTIST - STUTTGART, H/F",BNP Paribas,Stuttgart,"Vous transmettrez vos connaissances en programmation et en science des données (langue, technique, documentation, etc).VIE Data Scientist - Stuttgart, H/F.",1.0
"VIE Data Scientist - Stuttgart, H/F",BNP Paribas,Stuttgart,"Vous transmettrez vos connaissances en programmation et en science des données (langue, technique, documentation, etc).VIE Data Scientist - Stuttgart, H/F.",1.0
